grpcnt,rptcnt,type,A,B,name,Eng_lab,French_lab,Swahililab,label::English,label::Français,label::Swahili,calculation,appearance,hint::English,hint::Français,hint::Swahili,relevant,default,constraint,constraint_message::English,constraint_message::Français,constraint_message::Swahili,required,repeat_count
3,0,select_one harmful_list,2,..2,aknowl_think,Could you indicate what you think about these nodules?,..2 Pouvez-vous indiquez ce que vous pensez sur ces nodules?,..2 Pouvez-vous indiquez ce que vous pensez sur ces nodules?,Pouvez-vous indiquez ce que vous pensez sur ces nodules?,Pouvez-vous indiquez ce que vous pensez sur ces nodules?,Je! unaweza sema mawazo yako kuhusu fundo wa mizizi (nodules racinaires)? ,,,,,,${aknow_root} = '1' ,,,,,,yes,
3,0,select_one yes_no,3,..3,aknowl_inco,Do you know what inoculation is?  ,..3 Est-ce que vous savez qu'est-ce que l'inoculum?,..3 Est-ce que vous savez qu'est-ce que l'inoculum?,Est-ce que vous savez qu'est-ce que l'inoculum?,Est-ce que vous savez qu'est-ce que l'inoculum?,Unajuwa 'inoculum'?,,,,,,,,,,,,yes,
3,0,select_multiple crop_list or_other,4,..4,aknowl_incobe,In which crop(s) is it beneficial to inoculate:  ,..4 Pour quelles cultures y a t-il benefice d'inoculum?,..4 Pour quelles cultures y a t-il benefice d'inoculum?,Pour quelles cultures y a t-il benefice d'inoculum?,Pour quelles cultures y a t-il benefice d'inoculum?,Ni mimea gani unafaidika sana unapo wekwa 'inoculum'?,,,,,,${aknowl_inco} = '1',,,,,,yes,
3,0,select_one yes_nodk,5,..5,aknolw_fertili,Is it necessary to add mineral or organic fertiliser to legumes? ,"..5 Pour les plantes legumineux, est-ce qu'il y a la necessité d'ajouter d'engrais?","..5 Pour les plantes legumineux, est-ce qu'il y a la necessité d'ajouter d'engrais?","Pour les plantes legumineux, est-ce qu'il y a la necessité d'ajouter d'engrais?","Pour les plantes legumineux, est-ce qu'il y a la necessité d'ajouter d'engrais?",Je! nihaja kuongeza mbolea kutoka majivu na mavi ya nyama kwenye mimea ya maharagi na soja?,,,,,,,,,,,,yes,
3,0,select_multiple fertili_list or_other,6,..6,aknowl_fertiliadd,What type of fertiliser should be added to legumes?,..6 Il faut utiliser quel type d'engrais avec les legumineux?,..6 Il faut utiliser quel type d'engrais avec les legumineux?,Il faut utiliser quel type d'engrais avec les legumineux?,Il faut utiliser quel type d'engrais avec les legumineux?,Aina gani ya mbolea ao vifaa vya kuleta rutuba inastahili kuwekwa kwenye mimea ya maharagi na soja?,,,,,,${aknolw_fertili}='1',,,,,,yes,
3,0,select_one yes_no,7,..7,aknowl_legumes,Did you recently receive training on the cultivation of legumes?  ,..7 Est-ce que vous avez reçu des formations recemment pour culitver les légumes?,..7 Est-ce que vous avez reçu des formations recemment pour culitver les légumes?,Est-ce que vous avez reçu des formations recemment pour culitver les légumes?,Est-ce que vous avez reçu des formations recemment pour culitver les légumes?,Je! Kwa siku zilizopita ulipata mafundisho juu ya  kulima mboga za majani?,,,,,,,,,,,,yes,
3,0,select_multiple crop_list or_other,8,..8,aknowl_legumes1,Did you receive training on:,..8 Est-ce que vous avez reçu des formations recemment pour:,..8 Est-ce que vous avez reçu des formations recemment pour:,Est-ce que vous avez reçu des formations recemment pour:,Est-ce que vous avez reçu des formations recemment pour:,Je! ulipata mafundisho siku hizi juu ya:,,,,,,${aknowl_legumes} = '1',,,,,,,
3,0,select_multiple inoculation_list or_other,9,..9,aknowl_legumes2,Did you recieve training on:,..9 Est-ce que vous avez reçu des formations recemment pour:,..9 Est-ce que vous avez reçu des formations recemment pour:,Est-ce que vous avez reçu des formations recemment pour:,Est-ce que vous avez reçu des formations recemment pour:,Je! ulipata mafundisho siku hizi juu ya:,,,,,,,,,,,,,
2,0,integer,,,fertvendors,Combien des commerçants qui peuvent fournir l'engrais chemique connaissez-vous? ,Combien des commerçants qui peuvent fournir l'engrais chemique connaissez-vous? ,Combien des commerçants qui peuvent fournir l'engrais chemique connaissez-vous? ,Combien des commerçants qui peuvent fournir l'engrais chemique connaissez-vous? ,Combien des commerçants qui peuvent fournir l'engrais chemique connaissez-vous? ,Combien des commerçants qui peuvent fournir l'engrais chemique connaissez-vous? ,,,,,,,,,,,,yes,
2,0,integer,,,distancefert,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir l'engrais chemique?,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir l'engrais chemique?,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir l'engrais chemique?,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir l'engrais chemique?,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir l'engrais chemique?,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir l'engrais chemique?,,,15min a pied = 1 km,15min a pied = 1 km,15min a pied = 1 km, ${fertvendors}>0 ,,,,,,,
2,0,integer,,,pricefert,Quel est le prix pour un kg de l'engrais chemique NPK?,Quel est le prix pour un kg de l'engrais chemique NPK?,Quel est le prix pour un kg de l'engrais chemique NPK?,Quel est le prix pour un kg de l'engrais chemique NPK?,Quel est le prix pour un kg de l'engrais chemique NPK?,Quel est le prix pour un kg de l'engrais chemique NPK?,,,,"Même si l'enquêté ne connais pas les vendeurs, il peut savoir le prix.
Notez 98 si l'enquêté ne sait pas.
Unités de monnaie et mesure dans les pages prochaines",,,,,,,,,
2,0,select_one currency_list,,,pricefert_curr,Units,Unités,Unités,Units,Unités,Unités,,,,,, ${pricefert}!=98 ,,,,,,yes,
2,0,integer,,,timeknownfert,Combien des commerçants qui peuvent fournir l'engrais chemique connaissez-vous il y a une année? ,Combien des commerçants qui peuvent fournir l'engrais chemique connaissez-vous il y a une année? ,Combien des commerçants qui peuvent fournir l'engrais chemique connaissez-vous il y a une année? ,Combien des commerçants qui peuvent fournir l'engrais chemique connaissez-vous il y a une année? ,Combien des commerçants qui peuvent fournir l'engrais chemique connaissez-vous il y a une année? ,Combien des commerçants qui peuvent fournir l'engrais chemique connaissez-vous il y a une année? ,,,,,,,,,,,,,
2,0,integer,,,innocvendors,Combien des commerçants qui peuvent fournir l'inocculum connaissez-vous? ,Combien des commerçants qui peuvent fournir l'inocculum connaissez-vous? ,Combien des commerçants qui peuvent fournir l'inocculum connaissez-vous? ,Combien des commerçants qui peuvent fournir l'inocculum connaissez-vous? ,Combien des commerçants qui peuvent fournir l'inocculum connaissez-vous? ,Combien des commerçants qui peuvent fournir l'inocculum connaissez-vous? ,,,,,,,,,,,,yes,
2,0,integer,,,distanceinnoc,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir l'inocculum?,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir l'inocculum?,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir l'inocculum?,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir l'inocculum?,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir l'inocculum?,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir l'inocculum?,,,,,, ${innocvendors}>0 ,,,,,,,
2,0,integer,,,priceinnoc,Quel est le prix pour un paquet de 500g d'inocculum?,Quel est le prix pour un paquet de 500g d'inocculum?,Quel est le prix pour un paquet de 500g d'inocculum?,Quel est le prix pour un paquet de 500g d'inocculum?,Quel est le prix pour un paquet de 500g d'inocculum?,Quel est le prix pour un paquet de 500g d'inocculum?,,,,"Même si l'enquêté ne connais pas les vendeurs, il peut savoir le prix.
Notez 98 si l'enquêté ne sait pas.
Unités de monnaie et mesure dans les pages prochaines",,,,,,,,,
2,0,select_one currency_list,,,priceinnoc_curr,Units,Unités,Unités,Units,Unités,Unités,,,,,, ${priceinnoc}!=98 ,,,,,,yes,
2,0,integer,,,timeknowninnoc,Combien des commerçants qui peuvent fournir l'inocculum connaissez-vous il y a une année? ,Combien des commerçants qui peuvent fournir l'inocculum connaissez-vous il y a une année? ,Combien des commerçants qui peuvent fournir l'inocculum chemique connaissez-vous il y a une année? ,Combien des commerçants qui peuvent fournir l'inocculum chemique connaissez-vous il y a une année? ,Combien des commerçants qui peuvent fournir l'inocculum chemique connaissez-vous il y a une année? ,Combien des commerçants qui peuvent fournir l'inocculum chemique connaissez-vous il y a une année? ,,,,,,,,,,,,,
2,0,integer,,,beervendors,Combien des commerçants qui peuvent fournir la biere connaissez-vous? ,Combien des commerçants qui peuvent fournir la biere connaissez-vous? ,Combien des commerçants qui peuvent fournir la biere connaissez-vous? ,Combien des commerçants qui peuvent fournir la biere connaissez-vous? ,Combien des commerçants qui peuvent fournir la biere connaissez-vous? ,Combien des commerçants qui peuvent fournir la biere connaissez-vous? ,,,,,,,,,,,,yes,
2,0,integer,,,distancebeer,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir la biere?,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir la biere?,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir la biere?,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir la biere?,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir la biere?,Quel distance (en km) devez-vous voyager pour atteindre le commerçant le plus proche qui peut vous fournir la biere?,,,,,, ${beervendors}>0 ,,,,,,,
2,0,integer,,,pricebeer,Quel est le prix pour une Primus?,Quel est le prix pour une Primus?,Quel est le prix pour une Primus?,Quel est le prix pour une Primus?,Quel est le prix pour une Primus?,Quel est le prix pour une Primus?,,,,"Même si l'enquêté ne connais pas les vendeurs, il peut savoir le prix.
Notez 98 si l'enquêté ne sait pas.
Unités de monnaie et mesure dans les pages prochaines",,,,,,,,,
2,0,select_one currency_list,,,pricebeer_curr,Units,Unités,Unités,Units,Unités,Unités,,,,,, ${pricebeer}!=98 ,,,,,,yes,
2,0,integer,,,timeknownbeer,Combien des commerçants qui peuvent fournir la biere connaissez-vous il y a une année? ,Combien des commerçants qui peuvent fournir la biere connaissez-vous il y a une année? ,Combien des commerçants qui peuvent fournir la biere connaissez-vous il y a une année? ,Combien des commerçants qui peuvent fournir la biere connaissez-vous il y a une année? ,Combien des commerçants qui peuvent fournir la biere connaissez-vous il y a une année? ,Combien des commerçants qui peuvent fournir la biere connaissez-vous il y a une année? ,,,,,,,,,,,,,
2,0,begin group,G,,credit,Credit,Credit et épargne,Credit et épargne,G Credit,Credit et épargne,Credit et épargne,,,,,,,,,,,,,
2,0,note,,,credit_note,Some questions on credit,Je vais poser quelques question sur le credit et epargne de votre ménage,Ninataka kuuliza maswali machache kuhusu mikopo na akiba ya jamaa yako?,Some questions on credit,Je vais poser quelques question sur le credit et epargne de votre ménage,Ninataka kuuliza maswali machache kuhusu mikopo na akiba ya jamaa yako?,,,,,,,,,,,,,
2,0,select_one yes_no,1,G.1,credityn,Did your household take a loan or credit in the last 12 months?,Est- ce que votre ménage a emprunté l’argent oú pris un credit pendant les 12 mois passé ?,Je! jamaa yako ilikopa franga (pesa) ama ilikamata mkopo mu myezi kumi na mbili iliyo pita?,1 Did your household take a loan or credit in the last 12 months?,G.1 Est- ce que votre ménage a emprunté l’argent oú pris un credit pendant les 12 mois passé ?,G.1 Je! jamaa yako ilikopa franga (pesa) ama ilikamata mkopo mu myezi kumi na mbili iliyo pita?,,,,,,,,,,,,yes,
2,0,select_multiple credit_restr_list,2,G.2,creditrestr,Why not?,Pourquoi pas,Juu ya nini apana?,2 Why not?,G.2 Pourquoi pas,G.2 Juu ya nini apana?,,,,,,${credityn}='0',,,,,,yes,
2,0,text,4,G.4,creditrestr_oth,Specify,Specifiez,Pana mwangaza (Fafanuwa),4 Specify,G.4 Specifiez,G.4 Pana mwangaza (Fafanuwa),,,,,,"selected(${creditrestr},'96')",,,,,,yes,
2,0,select_multiple credit_who_list,3,G.3,creditwho,Who did you borrow from?,De qui vous avez emprunté?,Ulikopa kwa nani?,3 Who did you borrow from?,G.3 De qui vous avez emprunté?,G.3 Ulikopa kwa nani?,,,,,,${credityn}='1',,,,,,yes,
2,0,text,4,G.4,creditwho_oth,Specify,Specifiez,Pana mwangaza (Fafanuwa),4 Specify,G.4 Specifiez,G.4 Pana mwangaza (Fafanuwa),,,,,,"selected(${creditwho},'96')",,,,,,yes,
2,0,select_multiple credit_why_list,5,G.5,creditwhy,What have you taken a loan for?,Pour quel objective(s)?,Juu ya nini unatumia mkopo?,5 What have you taken a loan for?,G.5 Pour quel objective(s)?,G.5 Juu ya nini unatumia mkopo?,,,,,,${credityn}='1',,,,,,yes,
2,0,text,6,G.6,creditwhy_oth,Specify,Specifiez,Pana mwangaza (Fafanuwa),6 Specify,G.6 Specifiez,G.6 Pana mwangaza (Fafanuwa),,,,,,"selected(${creditwhy},'96')",,,,,,yes,
2,0,select_one yes_no,7,G.7,borrowyn,Has your householdlent money to any one else?,Est-ce que votre ménage a prêté d'argent à quelq'un d'autre?,Je! jamaa yako ilikopesha franga (pesa) kwa mtu mwengine?,7 Has your householdlent money to any one else?,G.7 Est-ce que votre ménage a prêté d'argent à quelq'un d'autre?,G.7 Je! jamaa yako ilikopesha franga (pesa) kwa mtu mwengine?,,,,,,,,,,,,yes,
2,0,select_multiple borrow_who_list,8,G.8,borrowwho,To whom?,À qui?,Nani?,8 To whom?,G.8 À qui?,G.8 Nani?,,,,,,${borrowyn}='1',,,,,,yes,
2,0,text,9,G.9,borrowwho_oth,Specify,Specifiez,Pana mwangaza (Fafanuwa),9 Specify,G.9 Specifiez,G.9 Pana mwangaza (Fafanuwa),,,,,,"selected(${borrowwho},'96')",,,,,,yes,
2,0,select_one yes_no,10,G.10,savingyn,Does your household have a savings account or another form of savings?,Est-ce que votre ménage a un compte bancaire ou un autre forme d'epargne?,"Je, jamaa yako ina akaunti kwenye benki (Banque)  au aina nyingine ya kuekesha (kuchunga) pesa?",10 Does your household have a savings account or another form of savings?,G.10 Est-ce que votre ménage a un compte bancaire ou un autre forme d'epargne?,"G.10 Je, jamaa yako ina akaunti kwenye benki (Banque)  au aina nyingine ya kuekesha (kuchunga) pesa?",,,,,,,,,,,,yes,
2,0,select_multiple saving_type_list,11,G.11,savingtype,What type?,Quel type(s)?,Aina gani?,11 What type?,G.11 Quel type(s)?,G.11 Aina gani?,,,,,,${savingyn}='1',,,,,,yes,
2,0,text,12,G.12,savingtype_oth,Specify,Specifiez,Pana mwangaza (Fafanuwa),12 Specify,G.12 Specifiez,G.12 Pana mwangaza (Fafanuwa),,,,,,"selected(${savingtype},'96')",,,,,,yes,
1,0,end group,,,,,,,,,,,,,,,,,,,,,,
2,0,begin group,F,,f_,Food security,Section F: Securité alimentaire,Uwepo na upatikanaji wa chakula,Securité alimentaire,Uwepo na upatikanaji wa chakula,,,,,,,,,,,,,,
2,0,select_one yes_no,1,.1,start_occ,"In the past four weeks, did you worry that your household would not have enough food?",".1 Au cours des quatre dernières semaines, avez-vous préoccupé que votre ménage n'avait pas assez de nourriture?",".1 Au cours des quatre dernières semaines, avez-vous préoccupé que votre ménage n'avait pas assez de nourriture?","Au cours des quatre dernières semaines, avez-vous préoccupé que votre ménage n'avait pas assez de nourriture?","Au cours des quatre dernières semaines, avez-vous préoccupé que votre ménage n'avait pas assez de nourriture?",,,,,,,,,,,,,yes,
2,0,select_one occur_list,2,.2,start_occ_fr,How often did this happen?,.2 Combien de fois est-ce arrivé?,.2 Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,,,,,,,${start_occ}='1',,,,,,yes,
2,0,select_one yes_no,3,.3,start_pref,"In the past four weeks, were you or any household member not able to eat the kinds of foods you preferred because of a lack of resources?",".3 Au cours des quatre dernières semaines, est-ce que vous ou un membre de votre ménage n'a pas pu manger les types d'aliments que vous préférez à cause d'un manque de ressources?",".3 Au cours des quatre dernières semaines, est-ce que vous ou un membre de votre ménage n'a pas pu manger les types d'aliments que vous préférez à cause d'un manque de ressources?","Au cours des quatre dernières semaines, est-ce que vous ou un membre de votre ménage n'a pas pu manger les types d'aliments que vous préférez à cause d'un manque de ressources?","Au cours des quatre dernières semaines, est-ce que vous ou un membre de votre ménage n'a pas pu manger les types d'aliments que vous préférez à cause d'un manque de ressources?",,,,,,,,,,,,,yes,
2,0,select_one occur_list,4,.4,start_pref_occ,How often did this happen?,.4 Combien de fois est-ce arrivé?,.4 Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,,,,,,,${start_pref}='1',,,,,,yes,
2,0,select_one yes_no,5,.5,start_var,"In the past four weeks, did you or any household member have to eat a limited variety of foods due to a lack of resources?",".5 Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a mangé une variété limitée d'aliments à cause d'un manque de ressources?",".5 Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a mangé une variété limitée d'aliments à cause d'un manque de ressources?","Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a mangé une variété limitée d'aliments à cause d'un manque de ressources?","Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a mangé une variété limitée d'aliments à cause d'un manque de ressources?",,,,,,,,,,,,,yes,
2,0,select_one occur_list,6,.6,start_var_occ,How often did this happen?,.6 Combien de fois est-ce arrivé?,.6 Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,,,,,,,${start_var}='1',,,,,,yes,
2,0,select_one yes_no,7,.7,start_want,"In the past four weeks, did you or any household member have to eat some foods that you really did not want to eat because of a lack of resources to obtain other types of food?",".7 Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a mangé certains aliments que vous n'avez vraiment pas envié de manger à cause d'un manque de ressources pour obtenir d'autres types d'aliments?",".7 Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a mangé certains aliments que vous n'avez vraiment pas envié de manger à cause d'un manque de ressources pour obtenir d'autres types d'aliments?","Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a mangé certains aliments que vous n'avez vraiment pas envié de manger à cause d'un manque de ressources pour obtenir d'autres types d'aliments?","Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a mangé certains aliments que vous n'avez vraiment pas envié de manger à cause d'un manque de ressources pour obtenir d'autres types d'aliments?",,,,,,,,,,,,,yes,
2,0,select_one occur_list,8,.8,start_want_occ,How often did this happen?,.8 Combien de fois est-ce arrivé?,.8 Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,,,,,,,${start_want}='1',,,,,,yes,
2,0,select_one yes_no,9,.9,start_small,"In the past four weeks, did you or any household member have to eat a smaller meal than you felt you needed because there was not enough food?",".9 Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a mangé un repas plus petit que vous aviez besoin parce qu'il n'y avait pas assez de nourriture?",".9 Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a mangé un repas plus petit que vous aviez besoin parce qu'il n'y avait pas assez de nourriture?","Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a mangé un repas plus petit que vous aviez besoin parce qu'il n'y avait pas assez de nourriture?","Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a mangé un repas plus petit que vous aviez besoin parce qu'il n'y avait pas assez de nourriture?",,,,,,,,,,,,,yes,
2,0,select_one occur_list,10,.10,start_small_occ,How often did this happen?,.10 Combien de fois est-ce arrivé?,.10 Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,,,,,,,${start_small}='1',,,,,,yes,
2,0,select_one yes_no,11,.11,start_few,"In the past four weeks, did you or any other household member have to eat fewer meals in a day because there was not enough food?",".11 Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a mangé moins de repas par jour parce qu'il n'y avait pas assez de nourriture?",".11 Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a mangé moins de repas par jour parce qu'il n'y avait pas assez de nourriture?","Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a mangé moins de repas par jour parce qu'il n'y avait pas assez de nourriture?","Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a mangé moins de repas par jour parce qu'il n'y avait pas assez de nourriture?",,,,,,,,,,,,,yes,
2,0,select_one occur_list,12,.12,start_few_occ,How often did this happen?,.12 Combien de fois est-ce arrivé?,.12 Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,,,,,,,${start_few}='1',,,,,,yes,
2,0,select_one yes_no,13,.13,start_no,"In the past four weeks, was there ever no food to eat of any kind in your household because of lack of resources to get food?",".13 Au cours des quatre dernières semaines, était-il jamais rien à manger de toute nature dans votre maison à cause du manque de ressources pour obtenir de la nourriture?",".13 Au cours des quatre dernières semaines, était-il jamais rien à manger de toute nature dans votre maison à cause du manque de ressources pour obtenir de la nourriture?","Au cours des quatre dernières semaines, était-il jamais rien à manger de toute nature dans votre maison à cause du manque de ressources pour obtenir de la nourriture?","Au cours des quatre dernières semaines, était-il jamais rien à manger de toute nature dans votre maison à cause du manque de ressources pour obtenir de la nourriture?",,,,,,,,,,,,,yes,
2,0,select_one occur_list,14,.14,start_no_occ,How often did this happen?,.14 Combien de fois est-ce arrivé?,.14 Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,,,,,,,${start_no}='1',,,,,,yes,
2,0,select_one yes_no,15,.15,start_night,"In the past four weeks, did you or any household member go to sleep at night hungry because there was not enough food?",".15 Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage est allé au lit en ayant faim parce qu'il n'y avait pas assez de nourriture?",".15 Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage est allé au lit en ayant faim parce qu'il n'y avait pas assez de nourriture?","Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage est allé au lit en ayant faim parce qu'il n'y avait pas assez de nourriture?","Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage est allé au lit en ayant faim parce qu'il n'y avait pas assez de nourriture?",,,,,,,,,,,,,yes,
2,0,select_one occur_list,16,.16,start_night_occ,How often did this happen?,.16 Combien de fois est-ce arrivé?,.16 Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,,,,,,,${start_night}='1',,,,,,yes,
2,0,select_one yes_no,17,.17,start_day,"In the past four weeks, did you or any household member go a whole day and night without eating anything because there was not enough food?",".17 Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a passé toute une journée et nuit sans rien manger parce qu'il n'y avait pas assez de nourriture?",".17 Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a passé toute une journée et nuit sans rien manger parce qu'il n'y avait pas assez de nourriture?","Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a passé toute une journée et nuit sans rien manger parce qu'il n'y avait pas assez de nourriture?","Au cours des quatre dernières semaines, avez-vous ou un membre de votre ménage a passé toute une journée et nuit sans rien manger parce qu'il n'y avait pas assez de nourriture?",,,,,,,,,,,,,yes,
2,0,select_one occur_list,18,.18,start_day_occ,How often did this happen?,.18 Combien de fois est-ce arrivé?,.18 Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,Combien de fois est-ce arrivé?,,,,,,,${start_day}='1',,,,,,yes,
1,0,end group,,,_Food security,Food security,,,,,,,,,,,,,,,,,,
2,0,end group,,,,,,,,,,,,,,,,,,,,,,
1,0,end group,,,,,,,,,,,,,,,,,,,,,,
2,0,begin group,I,Section I: ,i_,Govenance and collective action,Section I:  Gouvernance et action collective,Section I:  Gouvernance et action collective,Gouvernance et action collective,Gouvernance et action collective,Uwongozi na kazi ya wote,,,,,,,,,,,,,
2,0,note,,,govnote,"Now let's talk about some other stuff, then we're done","Maintenant, je vais poser quelques questions sur les associations et gouvernance dans votre village. Après, c'est la fin de l'entretien,en nous allons faire des autres activités","Maintenant, je vais poser quelques questions sur les associations et gouvernance dans votre village. Après, c'est la fin de l'entretien,en nous allons faire des autres activités","Maintenant, je vais poser quelques questions sur les associations et gouvernance dans votre village. Après, c'est la fin de l'entretien,en nous allons faire des autres activités","Maintenant, je vais poser quelques questions sur les associations et gouvernance dans votre village. Après, c'est la fin de l'entretien,en nous allons faire des autres activités",Sasa ninataka kukuhuliza maswali kuhusu shirika na uwongozi ndani ya kijiji. Kisha itakuwa mwisho ya mazungumuzo badaye tutafanya ingine mashuhuli.,,,,,,,,,,,,,
2,0,select_multiple hhmem_list,1,.1,mem_agrcoop,Which member of the household is member of an Agricultural Cooperative,.1 Quel membre de ménage fait partie d'une Cooperative Agricole?,.1 Quel membre de ménage fait partie d'une Cooperative Agricole?,Quel membre de ménage fait partie d'une Cooperative Agricole?,Quel membre de ménage fait partie d'une Cooperative Agricole?,Ni mwanamemba gani nyumbani mwako humu anashiriki shirika la walimaji?,,"If no one is member, leave empty","Si personne n'est membre, laissze vide",,,,,,,,,,
2,0,select_multiple hhmem_list,2,.2,mem_commcoop,Which member of the household is member of an Commerical Cooperative,.2 Quel membre de ménage fait partie d'une Cooperative Commercial?,.2 Quel membre de ménage fait partie d'une Cooperative Commercial?,Quel membre de ménage fait partie d'une Cooperative Commercial?,Quel membre de ménage fait partie d'une Cooperative Commercial?,Ni mwanamemba gani nyumbani mwako humu anashiriki shirika la uchuruzi?,,"If no one is member, leave empty","Si personne n'est membre, laissze vide",,,,,,,,,,
2,0,select_multiple hhmem_list,3,.3,mem_coopec,Which member of the household is member of an COOPEC Cooperative,.3 Quel membre de ménage fait partie d'une COOPEC?,.3 Quel membre de ménage fait partie d'une COOPEC?,Quel membre de ménage fait partie d'une COOPEC?,Quel membre de ménage fait partie d'une COOPEC?,Ni mwanamemba gani nyumbani mwako humu anashiriki shirika la akiba na mkopo?,,"If no one is member, leave empty","Si personne n'est membre, laissze vide",,,,,,,,,,
2,0,select_multiple hhmem_list,4,.4,mem_mincoop,Which member of the household is member of an Mining Cooperative,.4 Quel membre de ménage fait partie d'une Cooperative Minière?,.4 Quel membre de ménage fait partie d'une Cooperative Minière?,Quel membre de ménage fait partie d'une Cooperative Minière?,Quel membre de ménage fait partie d'une Cooperative Minière?,Ni mwanamemba gani nyumbani mwako humu anashiriki shirika la madini?,,"If no one is member, leave empty","Si personne n'est membre, laissze vide",,,,,,,,,,
2,0,select_multiple hhmem_list,5,.5,mem_cld,Which member of the household is member of a Local Development Committee?,.5 Quel membre de ménage fait partie d'une Commité locale de developpement?,.5 Quel membre de ménage fait partie d'une Commité locale de developpement?,Quel membre de ménage fait partie d'une Commité locale de developpement?,Quel membre de ménage fait partie d'une Commité locale de developpement?,Ni mwanamemba gani nyumbani mwako humu anapatikana ndani ya kamati ya maendeleo kijiiji hapa?,,,,,,,,,,,,,
2,0,select_multiple hhmem_list,6,.6,mem_womgr,Which member of the household is member of a women's group?,.6 Quel membre de ménage fait partie d'un groupe de femmes?,.6 Quel membre de ménage fait partie d'un groupe de femmes?,Quel membre de ménage fait partie d'un groupe de femmes?,Quel membre de ménage fait partie d'un groupe de femmes?,Ni mwanamemba gani nyumbani mwako humu anashiriki kikundi cha wanawake?,,"If no one is member, leave empty","Si personne n'est membre, laissze vide",,,,,,,,,,
2,0,select_multiple hhmem_list,7,.7,mem_youthgr,Which member of the household is member of a youth group?,.7 Quel membre de ménage fait partie d'un groupe de jeunesse?,.7 Quel membre de ménage fait partie d'un groupe de jeunesse?,Quel membre de ménage fait partie d'un groupe de jeunesse?,Quel membre de ménage fait partie d'un groupe de jeunesse?,Ni mwanamemba gani nyumbani mwako humu anashiriki kikundi cha vijana?,,"If no one is member, leave empty","Si personne n'est membre, laissze vide",,,,,,,,,,
